GISJOIN,totalPopulation,freeAfAmPopulation,slavePopulation,totalAfAmPopulation,state,county,year,totalDensity,totalAsiaPopulation,totalIndianPopulation,totalWhitePopulation,area,totalAfAmPercentage,totalWhitePercentage,totalIndianPercentage,totalAsianPopulation,totalAsianPercentage
G2700330,7412,,,1,Minnesota,Cottonwood,1890,11.42,0,0,7411,1680644029.36,,,,,
G2700350,8852,,,4,Minnesota,Crow Wing,1890,7.66,2,135,8711,2994797940.68,,,,,
G2700370,20240,,,58,Minnesota,Dakota,1890,34.52,0,52,20130,1518576266.24,,,,,
G2700390,10864,,,5,Minnesota,Dodge,1890,24.71,0,0,10859,1138611311.4,,,,,
G2700410,14606,,,13,Minnesota,Douglas,1890,20.29,1,0,14592,1864602342.56,,,,,
G2700430,16708,,,0,Minnesota,Faribault,1890,23.15,0,0,16708,1868949487.18,,,,,
G2700450,25966,,,16,Minnesota,Fillmore,1890,30.12,1,0,25949,2232939736.59,,,,,
G2700470,17962,,,14,Minnesota,Freeborn,1890,24.86,0,1,17947,1871580186.78,,,,,
G2700490,28806,,,20,Minnesota,Goodhue,1890,36.91,0,60,28726,2021294186.01,,,,,
G2700510,6875,,,0,Minnesota,Grant,1890,11.95,0,0,6875,1489675798.1,,,,,
G2700530,185294,,,1397,Minnesota,Hennepin,1890,305.58,17,40,183839,1570512004.05,,,,,
G2700550,14653,,,1,Minnesota,Houston,1890,25.76,0,0,14652,1473443376.92,,,,,
G2700570,1412,,,0,Minnesota,Hubbard,1890,2.47,0,8,1404,1478758113.49,,,,,
G2700590,7607,,,0,Minnesota,Isanti,1890,16.83,0,0,7607,1170330023.46,,,,,
G2700610,743,,,0,Minnesota,Itasca,1890,0.12,0,23,720,15752118873.6,,,,,
G2700630,8924,,,2,Minnesota,Jackson,1890,12.4,0,0,8922,1863361726.91,,,,,
G2700650,1579,,,10,Minnesota,Kanabec,1890,2.96,0,49,1520,1381434722.75,,,,,
G2700670,13997,,,1,Minnesota,Kandiyohi,1890,16.24,0,0,13996,2232466534.92,,,,,
G2700690,5387,,,0,Minnesota,Kittson,1890,2.4,0,95,5292,5805068288.36,,,,,
G2700730,10382,,,0,Minnesota,Lac Qui Parle,1890,13.32,0,3,10379,2019153421.42,,,,,
G2700750,1299,,,0,Minnesota,Lake,1890,0.58,2,21,1276,5793293047.64,,,,,
G2700790,19057,,,19,Minnesota,Le Sueur,1890,40.22,0,0,19038,1227271727.87,,,,,
G2700810,5691,,,0,Minnesota,Lincoln,1890,10.38,0,11,5680,1420429905.03,,,,,
G2700830,9501,,,17,Minnesota,Lyon,1890,13.17,0,0,9484,1868549364.11,,,,,
G2700850,17026,,,0,Minnesota,McLeod,1890,33.67,0,0,17026,1309650008.86,,,,,
G2700890,9130,,,0,Minnesota,Marshall,1890,5.04,0,0,9130,4694993914.31,,,,,
G2700910,9403,,,1,Minnesota,Martin,1890,12.89,0,0,9402,1889518058.21,,,,,
G2700930,15456,,,9,Minnesota,Meeker,1890,23.96,0,0,15447,1670736525.21,,,,,
G2700950,2845,,,1,Minnesota,Mille Lacs,1890,4.17,0,17,2827,1765723660.33,,,,,
G2700970,13325,,,6,Minnesota,Morrison,1890,11.55,1,6,13312,2987024983.61,,,,,
G2700990,18019,,,36,Minnesota,Mower,1890,25.32,1,0,17982,1843293389.17,,,,,
G2701010,6692,,,2,Minnesota,Murray,1890,9.3,0,49,6641,1863517569.59,,,,,
G2701030,13382,,,8,Minnesota,Nicollet,1890,28.66,0,1,13373,1209368478.79,,,,,
G2701050,7958,,,1,Minnesota,Nobles,1890,11.02,0,0,7957,1870791778.21,,,,,
G2701070,10618,,,2,Minnesota,Norman,1890,7.27,0,0,10616,3780814549.15,,,,,
G2701090,19806,,,6,Minnesota,Olmsted,1890,30.26,0,0,19800,1695132686.75,,,,,
G2701110,34232,,,9,Minnesota,Otter Tail,1890,15.39,1,5,34217,5762399365.75,,,,,
G2701150,4052,,,6,Minnesota,Pine,1890,2.82,0,135,3911,3715457775.33,,,,,
G2701170,5132,,,6,Minnesota,Pipestone,1890,11.01,0,0,5126,1207295082.49,,,,,
G2701190,30192,,,6,Minnesota,Polk,1890,9.9,1,16,30169,7895837150.89,,,,,
G2701210,10032,,,0,Minnesota,Pope,1890,13.99,0,0,10032,1857737790.94,,,,,
G2701230,139796,,,1495,Minnesota,Ramsey,1890,821.69,36,12,138252,440640230.145,,,,,
G2701270,9386,,,5,Minnesota,Redwood,1890,10.65,0,101,9280,2282366412.56,,,,,
G2701290,17099,,,1,Minnesota,Renville,1890,17.32,0,0,17098,2556849028.33,,,,,
G2701310,23968,,,36,Minnesota,Rice,1890,46.44,1,6,23925,1336743016.2,,,,,
G2701330,6817,,,0,Minnesota,Rock,1890,14.12,0,0,6817,1250543702.35,,,,,
G2701370,44862,,,228,Minnesota,St Louis,1890,6.61,24,44,44566,17575150141.9,,,,,
G2701390,13831,,,1,Minnesota,Scott,1890,37.53,0,35,13795,954552037.198,,,,,
G2701410,5908,,,6,Minnesota,Sherburne,1890,13.1,0,0,5902,1168057743.94,,,,,
G2701430,15199,,,0,Minnesota,Sibley,1890,25.31,0,0,15199,1555033918.42,,,,,
G2701450,34844,,,14,Minnesota,Stearns,1890,25.07,0,120,34710,3599837059.65,,,,,
G2701470,13232,,,15,Minnesota,Steele,1890,30.62,0,3,13214,1119286416.36,,,,,
G2701490,5251,,,0,Minnesota,Stevens,1890,9.13,0,54,5197,1489828185.32,,,,,
G2701510,10161,,,1,Minnesota,Swift,1890,13.51,0,98,10062,1948554679.47,,,,,
G2701530,12930,,,0,Minnesota,Todd,1890,13.2,0,8,12922,2536436421.22,,,,,
G2701550,4516,,,0,Minnesota,Traverse,1890,7.71,0,4,4512,1517601817.39,,,,,
G2701570,16972,,,17,Minnesota,Wabasha,1890,30.87,0,15,16940,1424030054.99,,,,,
G2701590,4053,,,4,Minnesota,Wadena,1890,7.5,0,4,4045,1398769953.61,,,,,
G2701610,13313,,,1,Minnesota,Waseca,1890,30.76,1,0,13311,1120954140.27,,,,,
G2701630,25992,,,69,Minnesota,Washington,1890,61.42,0,74,25849,1095970429.95,,,,,
G2701650,7746,,,5,Minnesota,Watonwan,1890,17.61,0,0,7741,1139365672.53,,,,,
G2701670,4346,,,2,Minnesota,Wilkin,1890,5.78,0,0,4344,1946664527.02,,,,,
G2701690,33797,,,55,Minnesota,Winona,1890,52.68,1,8,33733,1661693826.49,,,,,
G2701710,24164,,,3,Minnesota,Wright,1890,33.83,0,0,24161,1850231682.77,,,,,
G2701730,9854,,,0,Minnesota,Yellow Medicine,1890,12.91,0,18,9836,1977137438.14,,,,,
G2900010,17417,,,303,Missouri,Adair,1890,30.59,0,0,17114,1474521554.76,,,,,
G2900030,16000,,,249,Missouri,Andrew,1890,36.66,0,0,15751,1130529459.23,,,,,
G2900050,15533,,,46,Missouri,Atchison,1890,28.38,1,1,15485,1417653054.53,,,,,
G2900070,22074,,,1840,Missouri,Audrain,1890,31.68,1,3,20230,1804669375.74,,,,,
G2900090,22943,,,97,Missouri,Barry,1890,29.01,0,0,22846,2048416077.37,,,,,
G2900110,18504,,,47,Missouri,Barton,1890,31.01,0,0,18457,1545510303.68,,,,,
G2900130,32223,,,404,Missouri,Bates,1890,37.85,0,2,31817,2205031514.95,,,,,
G2900150,14973,,,165,Missouri,Benton,1890,19.9,0,0,14808,1948924057.61,,,,,
G2900170,13121,,,19,Missouri,Bollinger,1890,21.12,0,5,13097,1608903578.61,,,,,
G2900190,26043,,,4677,Missouri,Boone,1890,37.67,0,1,21364,1790489248.7,,,,,
G2900210,70100,,,3974,Missouri,Buchanan,1890,169.09,10,0,66116,1073728886.4,,,,,
G2900230,10164,,,596,Missouri,Butler,1890,14.54,0,0,9568,1810337085.32,,,,,
G2900250,15152,,,374,Missouri,Caldwell,1890,35.26,0,0,14777,1112961689.96,,,,,
G2900270,25131,,,4484,Missouri,Callaway,1890,29.67,0,2,20645,2193798632.24,,,,,
G2900290,10040,,,97,Missouri,Camden,1890,14.16,0,0,9943,1835935934.37,,,,,
G2900310,22060,,,2038,Missouri,Cape Girardeau,1890,37.63,0,0,20022,1518485778.64,,,,,
G2900330,25742,,,1377,Missouri,Carroll,1890,36.65,0,0,24365,1818933916.89,,,,,
G2900350,4659,,,9,Missouri,Carter,1890,9.15,0,0,4650,1318370901.9,,,,,
G2900370,23301,,,784,Missouri,Cass,1890,33.16,0,0,22517,1819917743.31,,,,,
G2900390,15620,,,127,Missouri,Cedar,1890,31.33,0,0,15493,1291132295.12,,,,,
G2900410,26254,,,3490,Missouri,Chariton,1890,34.17,1,0,22763,1989764745.86,,,,,
G2900430,14017,,,92,Missouri,Christian,1890,24.85,0,0,13925,1460887706.53,,,,,
G2900450,15126,,,170,Missouri,Clark,1890,29.55,0,0,14956,1325809202.27,,,,,
G2900470,19856,,,1348,Missouri,Clay,1890,48.56,4,1,18503,1058953090.14,,,,,
G2900490,17138,,,1086,Missouri,Clinton,1890,40.47,0,0,16052,1096787092.26,,,,,
G2900510,17281,,,1935,Missouri,Cole,1890,43.3,1,0,15345,1033611872.92,,,,,
G2900530,22707,,,3539,Missouri,Cooper,1890,39.82,1,6,19161,1476862598.2,,,,,
G2900550,11961,,,78,Missouri,Crawford,1890,16.08,0,0,11883,1926400103.48,,,,,
G2900570,17526,,,287,Missouri,Dade,1890,34.62,0,1,17238,1311317757.69,,,,,
G2900590,12647,,,55,Missouri,Dallas,1890,23.3,0,0,12592,1405940117.8,,,,,
G2900610,20456,,,376,Missouri,Daviess,1890,35.95,1,0,20079,1473893671.83,,,,,
G2900630,14539,,,110,Missouri,DeKalb,1890,34.15,0,1,14428,1102731290.61,,,,,
G2900650,12149,,,41,Missouri,Dent,1890,16.1,0,0,12108,1954187425.39,,,,,
G2900670,14111,,,33,Missouri,Douglas,1890,17.32,0,0,14078,2109823578.77,,,,,
G2900690,15085,,,158,Missouri,Dunklin,1890,27.57,0,0,14927,1417025138.98,,,,,
G2900710,28056,,,1794,Missouri,Franklin,1890,30.15,0,0,26262,2410386476.85,,,,,
G2900730,11706,,,86,Missouri,Gasconade,1890,22.25,0,0,11620,1362583565.08,,,,,
G2900750,19018,,,36,Missouri,Gentry,1890,38.67,0,0,18982,1273771275.63,,,,,
G2900770,48616,,,3441,Missouri,Greene,1890,71.73,5,1,45169,1755491548.68,,,,,
G2900790,17876,,,254,Missouri,Grundy,1890,40.81,2,0,17620,1134357654.46,,,,,
G2900810,21033,,,56,Missouri,Harrison,1890,28.95,0,1,20976,1881498062.49,,,,,
G2900830,28235,,,1158,Missouri,Henry,1890,38.54,1,0,27076,1897309515.1,,,,,
G2900850,9453,,,25,Missouri,Hickory,1890,22.96,0,0,9428,1066399863.19,,,,,
G2900870,15469,,,80,Missouri,Holt,1890,32.98,0,0,15389,1214830919.38,,,,,
G2900890,17371,,,4544,Missouri,Howard,1890,36.92,0,0,12826,1218722239.84,,,,,
G2900910,18618,,,208,Missouri,Howell,1890,20.06,0,0,18410,2404362685.83,,,,,
G2900930,9119,,,320,Missouri,Iron,1890,16.52,0,0,8799,1429813647.79,,,,,
G2900950,160510,,,14992,Missouri,Jackson,1890,260.39,187,8,145322,1596502430.22,,,,,
G2900970,50500,,,913,Missouri,Jasper,1890,78.74,3,13,49571,1661024145.66,,,,,
G2900990,22484,,,1067,Missouri,Jefferson,1890,33.86,0,2,21415,1719982660.57,,,,,
G2901010,28132,,,1829,Missouri,Johnson,1890,33.77,0,0,26302,2157530115.11,,,,,
G2901030,13501,,,214,Missouri,Knox,1890,26.64,0,0,13287,1312531543.41,,,,,
G2901050,14701,,,472,Missouri,Laclede,1890,19.14,0,0,14229,1989112358.83,,,,,
G2901070,30184,,,4170,Missouri,Lafayette,1890,47.25,1,2,26011,1654635559.38,,,,,
G2901090,26228,,,364,Missouri,Lawrence,1890,42.76,2,1,25861,1588651424.86,,,,,
G2901110,15935,,,1050,Missouri,Lewis,1890,31.19,0,0,14885,1323096104.22,,,,,
G2901130,18346,,,2039,Missouri,Lincoln,1890,28.65,0,1,16306,1658663019.48,,,,,
G2901150,24121,,,808,Missouri,Linn,1890,38.81,1,1,23311,1609577255.45,,,,,
G2901170,20668,,,865,Missouri,Livingston,1890,38.38,0,0,19803,1394642022.51,,,,,
G2901190,11283,,,3,Missouri,McDonald,1890,20.91,0,10,11270,1397832430.42,,,,,
G2901210,30575,,,1196,Missouri,Macon,1890,37.63,1,0,29378,2104441549.43,,,,,
G2901230,9268,,,241,Missouri,Madison,1890,18.63,0,0,9027,1288785351.02,,,,,
G2901250,8600,,,3,Missouri,Maries,1890,16.23,0,0,8597,1372631427.02,,,,,
G2901270,26233,,,3721,Missouri,Marion,1890,59.08,2,0,22510,1150074232.95,,,,,
G2901290,14581,,,73,Missouri,Mercer,1890,32.03,0,0,14508,1178899621.34,,,,,
G2901310,14162,,,228,Missouri,Miller,1890,23.61,0,1,13933,1553841433.43,,,,,
G2901330,10134,,,2108,Missouri,Mississippi,1890,23.63,1,0,8025,1110867959.12,,,,,
G2901350,15630,,,843,Missouri,Moniteau,1890,37.32,0,0,14787,1084810035.99,,,,,
G2901370,20790,,,2049,Missouri,Monroe,1890,31.02,1,0,18740,1735874630.1,,,,,
G2901390,16850,,,1667,Missouri,Montgomery,1890,31.18,0,0,15183,1399479292.11,,,,,
G2901410,12311,,,414,Missouri,Morgan,1890,20.05,0,0,11897,1589975813.78,,,,,
G2901430,9317,,,2033,Missouri,New Madrid,1890,13.35,0,0,7284,1807869957.06,,,,,
G2901450,22108,,,681,Missouri,Newton,1890,35.28,0,10,21417,1623050715.7,,,,,
G2901470,30914,,,135,Missouri,Nodaway,1890,35.22,2,0,30777,2273364100.18,,,,,
G2901490,10467,,,22,Missouri,Oregon,1890,13.22,0,0,10445,2050205400.46,,,,,
G2901510,13080,,,371,Missouri,Osage,1890,21.32,0,0,12709,1588718861.07,,,,,
G2901530,9795,,,12,Missouri,Ozark,1890,12.97,0,0,9783,1955625858.71,,,,,
G2901550,5975,,,412,Missouri,Pemiscot,1890,11.66,0,0,5563,1327136516.8,,,,,
G2901570,13237,,,492,Missouri,Perry,1890,27.33,0,0,12745,1254277675.23,,,,,
G2901590,31151,,,2799,Missouri,Pettis,1890,45.39,1,0,28351,1777621358.99,,,,,
G2901610,12636,,,281,Missouri,Phelps,1890,18.74,0,0,12355,1746387243.87,,,,,
G2901630,26321,,,4919,Missouri,Pike,1890,38.44,1,1,21400,1773646435.24,,,,,
G2901650,16248,,,1210,Missouri,Platte,1890,38.03,0,2,15036,1106504076.32,,,,,
G2901670,20339,,,163,Missouri,Polk,1890,31.66,0,0,20176,1663980317.11,,,,,
G2901690,9387,,,23,Missouri,Pulaski,1890,17.02,0,0,9364,1428138720.86,,,,,
G2901710,15365,,,34,Missouri,Putnam,1890,29.57,0,0,15331,1345892990.03,,,,,
G2901730,12294,,,1077,Missouri,Ralls,1890,25.41,0,1,11216,1253077151.95,,,,,
G2901750,24893,,,2935,Missouri,Randolph,1890,51.05,0,1,21957,1263004378.84,,,,,
G2901770,24215,,,1749,Missouri,Ray,1890,42.22,4,1,22460,1485547235.28,,,,,
G2901790,6803,,,19,Missouri,Reynolds,1890,8.35,0,0,6784,2109313013.37,,,,,
G2901810,8512,,,1,Missouri,Ripley,1890,13.48,0,0,8511,1636005399.24,,,,,
G2901830,22977,,,2315,Missouri,St Charles,1890,38.79,3,3,20656,1534177152.93,,,,,
G2901850,16747,,,244,Missouri,St Clair,1890,23.86,0,0,16503,1817921228.14,,,,,
G2901860,9883,,,496,Missouri,Ste Genevieve,1890,19.42,0,1,9386,1318145016.31,,,,,
G2901870,17347,,,545,Missouri,St Francois,1890,38.34,0,0,16802,1171722765.25,,,,,
G2901890,36307,,,3469,Missouri,St Louis,1890,69.33,0,2,32836,1356367019.85,,,,,
G2901950,33762,,,5101,Missouri,Saline,1890,44.16,1,1,28659,1980264185.68,,,,,
G2901970,11249,,,3,Missouri,Schuyler,1890,36.5,0,0,11246,798117939.97,,,,,
G2901990,12674,,,112,Missouri,Scotland,1890,28.85,0,0,12562,1137649965.73,,,,,
G2902010,11228,,,493,Missouri,Scott,1890,26.35,0,0,10735,1103433411.68,,,,,
G2902030,8898,,,4,Missouri,Shannon,1890,8.86,0,0,8894,2600314630.04,,,,,
G2902050,15642,,,755,Missouri,Shelby,1890,31.13,0,1,14886,1301283728.26,,,,,
G2902070,17327,,,135,Missouri,Stoddard,1890,20.9,0,0,17192,2146956614.88,,,,,
G2902090,7090,,,10,Missouri,Stone,1890,13.88,0,0,7080,1323246649.09,,,,,
G2902110,19000,,,45,Missouri,Sullivan,1890,29.17,0,0,18955,1687187127.33,,,,,
G2902130,7973,,,3,Missouri,Taney,1890,12.24,0,0,7970,1687320422.47,,,,,
G2902150,19406,,,21,Missouri,Texas,1890,16.46,0,0,19385,3054217749.93,,,,,
G2902170,31505,,,231,Missouri,Vernon,1890,37.64,0,1,31273,2167932917.52,,,,,
G2902190,9913,,,725,Missouri,Warren,1890,22.65,0,0,9188,1133736122.69,,,,,
G2902210,13153,,,772,Missouri,Washington,1890,17.25,0,0,12381,1974774474.69,,,,,
G2902230,11927,,,104,Missouri,Wayne,1890,15.41,0,0,11823,2004887369.73,,,,,
G2902250,15177,,,167,Missouri,Webster,1890,25.56,0,2,15008,1537646283.83,,,,,
G2902270,8738,,,1,Missouri,Worth,1890,32.76,0,0,8737,690883021.103,,,,,
G2902290,14484,,,364,Missouri,Wright,1890,21.2,0,5,14115,1769436869.77,,,,,
G2905100,451770,,,26865,Missouri,St Louis City,1890,6829.49,170,31,424704,171327432.28,,,,,
G3100010,24303,,,327,Nebraska,Adams,1890,43.08,7,0,23969,1461171354.8,,,,,
G3100030,10399,,,2,Nebraska,Antelope,1890,12.11,0,0,10397,2223303444.32,,,,,
G3100050,91,,,2,Nebraska,Arthur,1890,0.11,0,0,89,2105665013.19,,,,,
G3100070,2435,,,2,Nebraska,Banner,1890,3.26,0,0,2433,1933073718.61,,,,,
G3100090,1146,,,2,Nebraska,Blaine,1890,1.6,0,0,1144,1850140299.6,,,,,
G3100110,8683,,,7,Nebraska,Boone,1890,12.63,0,0,8676,1779946282.27,,,,,
G3100130,5494,,,25,Nebraska,Box Butte,1890,5.1,0,0,5469,2791550212.8,,,,,
G3100150,695,,,4,Nebraska,Boyd,1890,1.28,0,107,584,1410476134.68,,,,,
G3100170,4359,,,3,Nebraska,Brown,1890,3.56,0,0,4356,3172876259.91,,,,,
G3100190,22162,,,49,Nebraska,Buffalo,1890,22.72,4,0,22109,2525927644.11,,,,,
G3100210,11069,,,21,Nebraska,Burt,1890,22.27,0,1,11047,1287466401.4,,,,,
G3100230,15454,,,5,Nebraska,Butler,1890,26.44,1,0,15447,1513600773.78,,,,,
G3100250,24080,,,105,Nebraska,Cass,1890,42.53,1,0,23974,1466470636.86,,,,,
G3100270,7028,,,4,Nebraska,Cedar,1890,9.42,0,5,7019,1931625984.54,,,,,
G3100290,4807,,,0,Nebraska,Chase,1890,5.36,0,0,4807,2324853225.64,,,,,
G3100310,6428,,,170,Nebraska,Cherry,1890,1.07,5,2,6251,15564491059.9,,,,,
G3100330,5693,,,9,Nebraska,Cheyenne,1890,2.17,2,0,5682,6801952139.91,,,,,
G3100350,16310,,,15,Nebraska,Clay,1890,28.44,1,1,16293,1485418714.99,,,,,
G3100370,10453,,,50,Nebraska,Colfax,1890,24.97,1,0,10402,1084122052.43,,,,,
G3100390,12265,,,1,Nebraska,Cuming,1890,21.35,0,39,12225,1488042606.81,,,,,
G3100410,21677,,,22,Nebraska,Custer,1890,8.41,0,0,21655,6671955599.14,,,,,
G3100430,5386,,,33,Nebraska,Dakota,1890,20.14,0,1,5352,692537865.119,,,,,
G3100450,9722,,,395,Nebraska,Dawes,1890,6.94,9,3,9315,3628166643.36,,,,,
G3100470,10129,,,46,Nebraska,Dawson,1890,9.94,1,0,10082,2639946758.72,,,,,
G3100490,2893,,,0,Nebraska,Deuel,1890,1.39,0,0,2893,5379619222.8,,,,,
G3100510,8084,,,3,Nebraska,Dixon,1890,16.75,0,0,8081,1250226485.09,,,,,
G3100530,19260,,,31,Nebraska,Dodge,1890,35.41,6,0,19223,1408745465.01,,,,,
G3100550,158008,,,4665,Nebraska,Douglas,1890,465.28,90,3,153249,879560580.259,,,,,
G3100570,4012,,,5,Nebraska,Dundy,1890,4.36,0,0,4007,2384833095.89,,,,,
G3100590,16022,,,15,Nebraska,Fillmore,1890,27.79,2,0,16005,1493427817.81,,,,,
G3100610,7693,,,4,Nebraska,Franklin,1890,13.35,0,0,7689,1492112146.08,,,,,
G3100630,8497,,,1,Nebraska,Frontier,1890,8.67,0,0,8496,2538334989.71,,,,,
G3100650,9840,,,2,Nebraska,Furnas,1890,13.66,0,0,9838,1866109001.76,,,,,
G3100670,36344,,,374,Nebraska,Gage,1890,42.26,10,0,35960,2227220712.21,,,,,
G3100710,1659,,,1,Nebraska,Garfield,1890,2.9,0,0,1658,1479729624.84,,,,,
G3100730,4816,,,2,Nebraska,Gosper,1890,10.41,0,0,4814,1198497045.28,,,,,
G3100750,458,,,0,Nebraska,Grant,1890,0.58,0,0,458,2028527167.27,,,,,
G3100770,4869,,,12,Nebraska,Greeley,1890,8.53,0,0,4857,1478108993.73,,,,,
G3100790,16513,,,38,Nebraska,Hall,1890,29.9,5,0,16470,1430247960.35,,,,,
G3100810,14096,,,58,Nebraska,Hamilton,1890,25.78,2,0,14036,1416115769.63,,,,,
G3100830,8158,,,12,Nebraska,Harlan,1890,14.21,1,0,8145,1487118891.07,,,,,
G3100850,3953,,,1,Nebraska,Hayes,1890,5.54,0,0,3952,1847515635.8,,,,,
G3100870,5799,,,1,Nebraska,Hitchcock,1890,8.07,0,0,5798,1861083075.55,,,,,
G3100890,13672,,,37,Nebraska,Holt,1890,5.66,0,0,13635,6261647215.37,,,,,
G3100910,426,,,0,Nebraska,Hooker,1890,0.59,0,0,426,1868681005.02,,,,,
G3100930,9430,,,6,Nebraska,Howard,1890,16.38,1,0,9423,1491158246.01,,,,,
G3100950,14850,,,15,Nebraska,Jefferson,1890,25.8,5,0,14830,1490522476.74,,,,,
G3100970,10333,,,4,Nebraska,Johnson,1890,27.42,1,0,10328,975951916.966,,,,,
G3100990,9061,,,0,Nebraska,Kearney,1890,17.56,0,0,9061,1336775114,,,,,
G3101010,2556,,,0,Nebraska,Keith,1890,2.3,0,1,2555,2874274861.26,,,,,
G3101030,3920,,,24,Nebraska,Keya Paha,1890,5.06,0,0,3896,2005064485.88,,,,,
G3101050,959,,,1,Nebraska,Kimball,1890,1.01,0,0,958,2466445148,,,,,
G3101070,8582,,,19,Nebraska,Knox,1890,7.53,0,625,7938,2951662425.78,,,,,
G3101090,76395,,,1419,Nebraska,Lancaster,1890,90.23,36,3,74937,2192958456.34,,,,,
G3101110,10441,,,24,Nebraska,Lincoln,1890,4.05,2,0,10415,6669441338.92,,,,,
G3101130,1378,,,0,Nebraska,Logan,1890,2.41,0,0,1378,1479240836.18,,,,,
G3101150,1662,,,4,Nebraska,Loup,1890,2.91,0,0,1658,1478924086.47,,,,,
G3101170,401,,,0,Nebraska,McPherson,1890,0.47,0,0,401,2227404986.7,,,,,
G3101190,13669,,,42,Nebraska,Madison,1890,23.77,1,0,13626,1489366196.08,,,,,
G3101210,8758,,,18,Nebraska,Merrick,1890,17.7,2,0,8738,1281321225.28,,,,,
G3101250,5773,,,1,Nebraska,Nance,1890,12.88,1,201,5570,1160424973.99,,,,,
G3101270,12930,,,84,Nebraska,Nemaha,1890,31.39,0,0,12846,1066778580.28,,,,,
G3101290,11417,,,23,Nebraska,Nuckolls,1890,19.82,1,0,11393,1491731125.26,,,,,
G3101310,25403,,,278,Nebraska,Otoe,1890,41.03,2,0,25123,1603428517.39,,,,,
G3101330,10340,,,3,Nebraska,Pawnee,1890,23.88,0,0,10337,1121332174.75,,,,,
G3101350,4364,,,0,Nebraska,Perkins,1890,4.94,0,0,4364,2290246688.16,,,,,
G3101370,9869,,,3,Nebraska,Phelps,1890,18.26,3,0,9863,1400149509.72,,,,,
G3101390,4864,,,1,Nebraska,Pierce,1890,8.46,0,0,4863,1489922726.37,,,,,
G3101410,15437,,,26,Nebraska,Platte,1890,22.4,2,1,15408,1784695433.61,,,,,
G3101430,10817,,,13,Nebraska,Polk,1890,24.54,1,0,10803,1141442127.15,,,,,
G3101450,8837,,,13,Nebraska,Red Willow,1890,12.31,2,0,8822,1859758749.86,,,,,
G3101470,17574,,,65,Nebraska,Richardson,1890,31.61,1,1,17507,1439913330.29,,,,,
G3101490,3083,,,0,Nebraska,Rock,1890,3.05,0,0,3083,2620661905.78,,,,,
G3101510,20097,,,23,Nebraska,Saline,1890,34.89,1,0,20073,1491989253.25,,,,,
G3101530,6875,,,9,Nebraska,Sarpy,1890,27.8,0,0,6866,640443234.061,,,,,
G3101550,21577,,,17,Nebraska,Saunders,1890,28.44,2,1,21557,1965316984.15,,,,,
G3101570,1888,,,0,Nebraska,Scotts Bluff,1890,2.53,0,0,1888,1930811608.46,,,,,
G3101590,16140,,,22,Nebraska,Seward,1890,28.03,0,0,16118,1491119323.93,,,,,
G3101610,8687,,,5,Nebraska,Sheridan,1890,3.52,0,0,8682,6397191592.48,,,,,
G3101630,6399,,,4,Nebraska,Sherman,1890,11.19,0,0,6395,1480493063.62,,,,,
G3101650,2452,,,7,Nebraska,Sioux,1890,1.19,0,0,2445,5354231295.46,,,,,
G3101670,4619,,,7,Nebraska,Stanton,1890,10.72,0,0,4612,1116428092.24,,,,,
G3101690,12738,,,12,Nebraska,Thayer,1890,22.14,0,0,12726,1490021535.6,,,,,
G3101710,517,,,0,Nebraska,Thomas,1890,0.72,0,0,517,1848341038.43,,,,,
G3101730,3176,,,6,Nebraska,Thurston,1890,8.02,0,1898,1272,1026276202.59,,,,,
G3101733,0,,,0,Nebraska,Unorganized Territory,1890,,0,0,,,,,,,
G3101750,7092,,,0,Nebraska,Valley,1890,12.43,0,0,7092,1477614982.78,,,,,
G3101770,11869,,,30,Nebraska,Washington,1890,30.14,1,0,11838,1019821373.92,,,,,
G3101790,6169,,,3,Nebraska,Wayne,1890,13.91,0,0,6166,1148601038.59,,,,,
G3101810,11210,,,10,Nebraska,Webster,1890,19.5,1,0,11199,1489287995.58,,,,,
G3101830,1683,,,59,Nebraska,Wheeler,1890,2.92,0,0,1624,1490737097.31,,,,,
G3101850,17279,,,52,Nebraska,York,1890,30,0,0,17227,1491866784.42,,,,,
G3800015,0,,,0,North Dakota,Alred,1890,0,0,0,,948075458.409,,,,,
G3800030,7045,,,0,North Dakota,Barnes,1890,4.66,0,0,7045,3919173293.55,,,,,
G3800050,2460,,,0,North Dakota,Benson,1890,1.71,0,8,2452,3727622762.69,,,,,
G3800070,170,,,1,North Dakota,Billings,1890,0.05,0,0,169,8741013933.58,,,,,
G3800090,2893,,,0,North Dakota,Bottineau,1890,2.55,0,0,2893,2939061104.77,,,,,
G3800111,6,,,0,North Dakota,Bowman (old),1890,0.01,0,0,6,3009195894.41,,,,,
G3800115,803,,,5,North Dakota,Buford,1890,0.51,1,93,704,4096065545.62,,,,,
G3800150,4247,,,89,North Dakota,Burleigh,1890,2.55,2,8,4148,4320106664.03,,,,,
G3800170,19613,,,77,North Dakota,Cass,1890,11.09,0,2,19534,4578771529.38,,,,,
G3800190,6471,,,0,North Dakota,Cavalier,1890,4.29,0,9,6462,3911156826,,,,,
G3800195,74,,,0,North Dakota,Church,1890,0.07,0,0,74,2613455120.81,,,,,
G3800210,5573,,,1,North Dakota,Dickey,1890,4.88,2,0,5570,2956830705.23,,,,,
G3800251,159,,,0,North Dakota,Dunn (old),1890,0.14,0,0,159,2967167620.37,,,,,
