GISJOIN,totalPopulation,freeAfAmPopulation,slavePopulation,totalAfAmPopulation,state,county,year,totalDensity,totalAsiaPopulation,totalIndianPopulation,totalWhitePopulation,area,totalAfAmPercentage,totalWhitePercentage,totalIndianPercentage,totalAsianPopulation,totalAsianPercentage
G5501370,16712,,,,Wisconsin,Waushara,1920,26.22,,,,1650820867.97,,,,,
G5501390,63897,,,,Wisconsin,Winnebago,1920,110.42,,,,1498806809.51,,,,,
G5501410,34643,,,,Wisconsin,Wood,1920,42.8,,,,2096463806.19,,,,,
G1700010,62784,,,1344,Illinois,Adams,1930,72.06,,,61428,2256593740.22,,,,,
G1700030,22542,,,6591,Illinois,Alexander,1930,89.26,,,15914,654079734.582,,,,,
G1700050,14406,,,65,Illinois,Bond,1930,37.65,,,14341,991100829.998,,,,,
G1700070,15078,,,16,Illinois,Boone,1930,53.48,,,15061,730220268.84,,,,,
G1700090,7892,,,4,Illinois,Brown,1930,25.69,,,7888,795745673.813,,,,,
G1700110,38845,,,90,Illinois,Bureau,1930,44.48,,,38755,2261820405.54,,,,,
G1700130,8034,,,0,Illinois,Calhoun,1930,28.32,,,8034,734742928.707,,,,,
G1700150,18433,,,73,Illinois,Carroll,1930,39.58,,,18360,1206325449.58,,,,,
G1700170,16537,,,0,Illinois,Cass,1930,43.1,,,16537,993857856.719,,,,,
G1700190,64273,,,2040,Illinois,Champaign,1930,64.43,,,62200,2583589151.9,,,,,
G1700210,37538,,,150,Illinois,Christian,1930,52.45,,,37388,1853689277.44,,,,,
G1700230,17872,,,15,Illinois,Clark,1930,35.4,,,17856,1307638740.4,,,,,
G1700250,16155,,,13,Illinois,Clay,1930,34.38,,,16141,1216875095.3,,,,,
G1700270,21369,,,173,Illinois,Clinton,1930,42.44,,,21196,1304007289.38,,,,,
G1700290,37315,,,179,Illinois,Coles,1930,73.16,,,37135,1321066570.57,,,,,
G1700310,3982123,,,246992,Illinois,Cook,1930,4156.35,,,3729368,2481420599.83,,,,,
G1700330,21085,,,3,Illinois,Crawford,1930,47.3,,,21081,1154458814.61,,,,,
G1700350,10419,,,0,Illinois,Cumberland,1930,30.03,,,10419,898716933.08,,,,,
G1700370,32644,,,209,Illinois,DeKalb,1930,51.41,,,32432,1644551395.12,,,,,
G1700390,18598,,,56,Illinois,De Witt,1930,45.9,,,18541,1049341977.57,,,,,
G1700410,17914,,,27,Illinois,Douglas,1930,42.92,,,17886,1081108614.83,,,,,
G1700430,91998,,,319,Illinois,Du Page,1930,273.35,,,91640,871672286.797,,,,,
G1700450,24966,,,258,Illinois,Edgar,1930,40,,,24708,1616628357.03,,,,,
G1700470,8303,,,65,Illinois,Edwards,1930,37.29,,,8236,576677140.659,,,,,
G1700490,19013,,,14,Illinois,Effingham,1930,39.62,,,18991,1242941414.63,,,,,
G1700510,23487,,,64,Illinois,Fayette,1930,32.38,,,23423,1878666787.3,,,,,
G1700530,15489,,,47,Illinois,Ford,1930,31.84,,,15442,1259807934.38,,,,,
G1700550,59442,,,125,Illinois,Franklin,1930,137.79,,,59314,1117315378.82,,,,,
G1700570,43983,,,124,Illinois,Fulton,1930,49.83,,,43849,2285899327.78,,,,,
G1700590,10091,,,226,Illinois,Gallatin,1930,30.73,,,9865,850575666.376,,,,,
G1700610,20417,,,24,Illinois,Greene,1930,37.37,,,20393,1415023333.18,,,,,
G1700630,18678,,,29,Illinois,Grundy,1930,43.4,,,18647,1114777786.63,,,,,
G1700650,12995,,,0,Illinois,Hamilton,1930,29.82,,,12995,1128818101.33,,,,,
G1700670,26420,,,22,Illinois,Hancock,1930,32.44,,,26398,2109638135.24,,,,,
G1700690,6955,,,60,Illinois,Hardin,1930,38.31,,,6895,470172176.468,,,,,
G1700710,8778,,,38,Illinois,Henderson,1930,22.22,,,8737,1023364310.76,,,,,
G1700730,43851,,,310,Illinois,Henry,1930,53.11,,,43536,2138275161.96,,,,,
G1700750,32913,,,105,Illinois,Iroquois,1930,29.44,,,32807,2895670550.35,,,,,
G1700770,35680,,,2608,Illinois,Jackson,1930,59.22,,,33071,1560540631.74,,,,,
G1700790,12809,,,22,Illinois,Jasper,1930,25.72,,,12787,1289863674.61,,,,,
G1700810,31034,,,613,Illinois,Jefferson,1930,53.17,,,30421,1511811483.46,,,,,
G1700830,12556,,,55,Illinois,Jersey,1930,33.3,,,12501,976472314.954,,,,,
G1700850,20235,,,32,Illinois,Jo Daviess,1930,32.71,,,20202,1602448487.59,,,,,
G1700870,10203,,,171,Illinois,Johnson,1930,29.25,,,10032,903589158.43,,,,,
G1700890,125327,,,1787,Illinois,Kane,1930,239.14,,,123507,1357357039.67,,,,,
G1700910,50095,,,979,Illinois,Kankakee,1930,73.51,,,49094,1764925063.81,,,,,
G1700930,10555,,,27,Illinois,Kendall,1930,32.71,,,10526,835703663.216,,,,,
G1700950,51336,,,1108,Illinois,Knox,1930,71.33,,,50209,1863999994.49,,,,,
G1700970,104387,,,2356,Illinois,Lake,1930,222.2,,,101952,1216721138.4,,,,,
G1700990,97695,,,313,Illinois,La Salle,1930,85.1,,,97377,2973390555.63,,,,,
G1701010,21885,,,276,Illinois,Lawrence,1930,58.52,,,21609,968510164.879,,,,,
G1701030,32329,,,328,Illinois,Lee,1930,44.33,,,32001,1888829200.96,,,,,
G1701050,39092,,,540,Illinois,Livingston,1930,37.39,,,38552,2707645717.55,,,,,
G1701070,28863,,,355,Illinois,Logan,1930,46.63,,,28506,1603212623.32,,,,,
G1701090,27329,,,121,Illinois,McDonough,1930,46.32,,,27202,1528139491.22,,,,,
G1701110,35079,,,35,Illinois,McHenry,1930,57.4,,,35043,1582813363.2,,,,,
G1701130,73117,,,964,Illinois,McLean,1930,61.64,,,72153,3072453900.48,,,,,
G1701150,81731,,,1976,Illinois,Macon,1930,139.62,,,79740,1516119599.83,,,,,
G1701170,48703,,,46,Illinois,Macoupin,1930,56.13,,,48657,2247102713.02,,,,,
G1701190,143830,,,6750,Illinois,Madison,1930,194.27,,,137069,1917499642.95,,,,,
G1701210,35635,,,1164,Illinois,Marion,1930,61.9,,,34460,1491071954.87,,,,,
G1701230,13023,,,10,Illinois,Marshall,1930,32.68,,,13013,1032145103.73,,,,,
G1701250,15115,,,0,Illinois,Mason,1930,26.83,,,15108,1459112207.72,,,,,
G1701270,14081,,,1719,Illinois,Massac,1930,58.16,,,12362,627084712.714,,,,,
G1701290,10575,,,49,Illinois,Menard,1930,33.53,,,10526,816811838.642,,,,,
G1701310,16641,,,14,Illinois,Mercer,1930,29.25,,,16625,1473395382.99,,,,,
G1701330,12369,,,3,Illinois,Monroe,1930,31.1,,,12366,1030064772.94,,,,,
G1701350,35278,,,235,Illinois,Montgomery,1930,49.7,,,35042,1838245892.85,,,,,
G1701370,34240,,,1127,Illinois,Morgan,1930,59.83,,,33112,1482155424.37,,,,,
G1701390,13247,,,0,Illinois,Moultrie,1930,38.46,,,13247,892168185.901,,,,,
G1701410,28118,,,26,Illinois,Ogle,1930,36.84,,,28083,1976839903.62,,,,,
G1701430,141344,,,3216,Illinois,Peoria,1930,224.04,,,138077,1633978914.32,,,,,
G1701450,22767,,,649,Illinois,Perry,1930,50.95,,,22118,1157238418.44,,,,,
G1701470,15588,,,9,Illinois,Piatt,1930,35.4,,,15579,1140458214.48,,,,,
G1701490,24357,,,53,Illinois,Pike,1930,28.69,,,24304,2198568339.81,,,,,
G1701510,7996,,,167,Illinois,Pope,1930,21.34,,,7829,970308614.267,,,,,
G1701530,14834,,,4946,Illinois,Pulaski,1930,72.95,,,9884,526632642.741,,,,,
G1701550,5235,,,5,Illinois,Putnam,1930,30.39,,,5230,446101856.945,,,,,
G1701570,29313,,,1508,Illinois,Randolph,1930,49.08,,,27800,1546893693.49,,,,,
G1701590,14053,,,2,Illinois,Richland,1930,38.82,,,14050,937602300.781,,,,,
G1701610,98191,,,1488,Illinois,Rock Island,1930,217.64,,,96687,1168485044.79,,,,,
G1701630,157775,,,15550,Illinois,St Clair,1930,234.1,,,142201,1745535249.74,,,,,
G1701650,37100,,,1542,Illinois,Saline,1930,95.87,,,35558,1002269697.48,,,,,
G1701670,111733,,,3635,Illinois,Sangamon,1930,127.4,,,108079,2271432659.35,,,,,
G1701690,11676,,,2,Illinois,Schuyler,1930,26.45,,,11674,1143178989.22,,,,,
G1701710,8539,,,18,Illinois,Scott,1930,33.78,,,8521,654659829.96,,,,,
G1701730,25471,,,23,Illinois,Shelby,1930,33.16,,,25447,1989244480.6,,,,,
G1701750,9184,,,6,Illinois,Stark,1930,31.87,,,9177,746465948.088,,,,,
G1701770,40064,,,521,Illinois,Stephenson,1930,70.95,,,39538,1462605710.14,,,,,
G1701790,46082,,,42,Illinois,Tazewell,1930,70.05,,,46039,1703928279.71,,,,,
G1701810,19883,,,157,Illinois,Union,1930,47.1,,,19723,1093310597.91,,,,,
G1701830,89339,,,3250,Illinois,Vermilion,1930,99.03,,,86074,2336514718.72,,,,,
G1701850,13197,,,4,Illinois,Wabash,1930,57.94,,,13193,589903383.49,,,,,
G1701870,21745,,,441,Illinois,Warren,1930,40.03,,,21304,1406789243.4,,,,,
G1701890,16286,,,14,Illinois,Washington,1930,28.87,,,16272,1461062886.06,,,,,
G1701910,19130,,,1,Illinois,Wayne,1930,26.73,,,19129,1853289150.19,,,,,
G1701930,18149,,,194,Illinois,White,1930,36.18,,,17955,1299392254.21,,,,,
G1701950,39019,,,54,Illinois,Whiteside,1930,55.98,,,38960,1805242919.6,,,,,
G1701970,110732,,,3131,Illinois,Will,1930,130.37,,,107543,2199890905.31,,,,,
G1701990,53880,,,1358,Illinois,Williamson,1930,121.25,,,52514,1150932209.41,,,,,
G1702010,117373,,,1305,Illinois,Winnebago,1930,226.03,,,116027,1344905415.34,,,,,
G1702030,18792,,,2,Illinois,Woodford,1930,34.62,,,18789,1405696460.96,,,,,
G1800010,19957,,,5,Indiana,Adams,1930,58.71,,,19952,880420113.674,,,,,
G1800030,146743,,,2379,Indiana,Allen,1930,222.3,,,144314,1709650750.72,,,,,
G1800050,24864,,,191,Indiana,Bartholomew,1930,60.74,,,24673,1060234426.35,,,,,
G1800070,11886,,,20,Indiana,Benton,1930,29.25,,,11865,1052570376.21,,,,,
G1800090,13617,,,10,Indiana,Blackford,1930,82.33,,,13607,428387856.532,,,,,
G1800110,22290,,,116,Indiana,Boone,1930,52.66,,,22172,1096279306.99,,,,,
G1800130,5168,,,0,Indiana,Brown,1930,16.32,,,5164,820046523.473,,,,,
G1800150,15049,,,8,Indiana,Carroll,1930,40.12,,,15041,971383372.016,,,,,
G1800170,34518,,,288,Indiana,Cass,1930,83.19,,,34227,1074642917.68,,,,,
G1800190,30764,,,1965,Indiana,Clark,1930,81.78,,,28794,974356216.634,,,,,
G1800210,26479,,,323,Indiana,Clay,1930,73.47,,,26155,933410977.434,,,,,
G1800230,27329,,,96,Indiana,Clinton,1930,67.43,,,27230,1049658962.02,,,,,
G1800250,10160,,,4,Indiana,Crawford,1930,32.9,,,10156,799915431.36,,,,,
G1800270,25832,,,174,Indiana,Daviess,1930,59.13,,,25658,1131454393.78,,,,,
G1800290,21056,,,168,Indiana,Dearborn,1930,68.58,,,20885,795253362.574,,,,,
G1800310,17308,,,10,Indiana,Decatur,1930,46.35,,,17298,967143823.328,,,,,
G1800330,24911,,,129,Indiana,DeKalb,1930,68.47,,,24782,942345732.213,,,,,
G1800350,67270,,,2678,Indiana,Delaware,1930,169.91,,,64563,1025438685.48,,,,,
G1800370,20553,,,3,Indiana,Dubois,1930,47.22,,,20549,1127235897.57,,,,,
G1800390,68875,,,551,Indiana,Elkhart,1930,147.22,,,68307,1211715089.54,,,,,
G1800410,19243,,,499,Indiana,Fayette,1930,89.45,,,18744,557163357.329,,,,,
G1800430,34655,,,1399,Indiana,Floyd,1930,233.66,,,33256,384124870.391,,,,,
G1800450,17971,,,4,Indiana,Fountain,1930,45.16,,,17966,1030600053.7,,,,,
G1800470,14498,,,0,Indiana,Franklin,1930,37.05,,,14497,1013553042.8,,,,,
G1800490,15038,,,34,Indiana,Fulton,1930,40.49,,,15004,961849659.801,,,,,
G1800510,29202,,,789,Indiana,Gibson,1930,58.51,,,28411,1292543718.84,,,,,
G1800530,51066,,,1408,Indiana,Grant,1930,123.1,,,49638,1074413833.96,,,,,
G1800550,31481,,,13,Indiana,Greene,1930,57.67,,,31463,1413892872.34,,,,,
G1800570,23444,,,369,Indiana,Hamilton,1930,58.21,,,23075,1043057405.05,,,,,
G1800590,16605,,,28,Indiana,Hancock,1930,54.14,,,16577,794431904.924,,,,,
G1800610,17254,,,130,Indiana,Harrison,1930,35.44,,,17124,1261010350.45,,,,,
G1800630,19725,,,162,Indiana,Hendricks,1930,48.24,,,19562,1058982741.95,,,,,
G1800650,35238,,,485,Indiana,Henry,1930,89.23,,,34751,1022776000.76,,,,,
G1800670,46696,,,1329,Indiana,Howard,1930,158.87,,,45359,761266960.984,,,,,
G1800690,29073,,,5,Indiana,Huntington,1930,74.94,,,29057,1004759515.18,,,,,
G1800710,23731,,,67,Indiana,Jackson,1930,46.19,,,23664,1330614306.42,,,,,
G1800730,13388,,,3,Indiana,Jasper,1930,23.86,,,13385,1453552243.49,,,,,
G1800750,20846,,,135,Indiana,Jay,1930,54.31,,,20711,994074060.686,,,,,
G1800770,19182,,,420,Indiana,Jefferson,1930,52.85,,,18762,940013206.057,,,,,
G1800790,11800,,,257,Indiana,Jennings,1930,31.19,,,11537,979926714.236,,,,,
G1800810,21706,,,311,Indiana,Johnson,1930,67.5,,,21391,832827379.739,,,,,
G1800830,43813,,,337,Indiana,Knox,1930,83.6,,,43476,1357299140.38,,,,,
G1800850,27488,,,42,Indiana,Kosciusko,1930,49.59,,,27446,1435721159.56,,,,,
G1800870,13780,,,8,Indiana,Lagrange,1930,35.63,,,13771,1001584355.11,,,,,
G1800890,261310,,,23748,Indiana,Lake,1930,520.63,,,237480,1299934447.51,,,,,
G1800910,60490,,,1284,Indiana,LaPorte,1930,100.21,,,59180,1563353212.82,,,,,
